id,grid_solution,steps
lgp-test-4x6-15,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Alice"", ""carnations"", ""science_fiction"", ""beach"", ""red"", ""stew""], [""2"", ""Arnold"", ""lilies"", ""mystery"", ""cruise"", ""brown"", ""pizza""], [""3"", ""Peter"", ""roses"", ""romance"", ""city"", ""black"", ""grilled_cheese""], [""4"", ""Eric"", ""daffodils"", ""fantasy"", ""mountain"", ""blonde"", ""spaghetti""]]}",39
lgp-test-4x5-28,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""toyota_camry"", ""april"", ""engineer"", ""grilled_cheese""], [""2"", ""Arnold"", ""ford_f150"", ""feb"", ""artist"", ""stew""], [""3"", ""Eric"", ""honda_civic"", ""sept"", ""doctor"", ""pizza""], [""4"", ""Alice"", ""tesla_model_3"", ""jan"", ""teacher"", ""spaghetti""]]}",47
lgp-test-5x4-30,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Alice"", ""Penny"", ""Timothy"", ""swimming""], [""2"", ""Arnold"", ""Janelle"", ""Meredith"", ""basketball""], [""3"", ""Eric"", ""Kailyn"", ""Samantha"", ""baseball""], [""4"", ""Peter"", ""Aniya"", ""Fred"", ""soccer""], [""5"", ""Bob"", ""Holly"", ""Bella"", ""tennis""]]}",221
lgp-test-2x3-1,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""ford_f150"", ""horse""], [""2"", ""Arnold"", ""tesla_model_3"", ""cat""]]}",10
lgp-test-6x4-5,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Peter"", ""jazz"", ""huawei_p50"", ""historical_fiction""], [""2"", ""Carol"", ""classical"", ""iphone_13"", ""romance""], [""3"", ""Alice"", ""hip_hop"", ""xiaomi_mi_11"", ""science_fiction""], [""4"", ""Eric"", ""country"", ""samsung_galaxy_s21"", ""biography""], [""5"", ""Bob"", ""pop"", ""oneplus_9"", ""mystery""], [""6"", ""Arnold"", ""rock"", ""google_pixel_6"", ""fantasy""]]}",379
lgp-test-5x2-32,{},24
lgp-test-6x3-18,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""Penny"", ""dog""], [""2"", ""Bob"", ""Sarah"", ""fish""], [""3"", ""Arnold"", ""Janelle"", ""cat""], [""4"", ""Alice"", ""Holly"", ""bird""], [""5"", ""Carol"", ""Aniya"", ""hamster""], [""6"", ""Eric"", ""Kailyn"", ""rabbit""]]}",35
lgp-test-2x5-19,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""Bella"", ""tesla_model_3"", ""samsung_galaxy_s21"", ""pop""], [""2"", ""Arnold"", ""Fred"", ""ford_f150"", ""iphone_13"", ""rock""]]}",12
lgp-test-3x6-25,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""gardening"", ""mountain"", ""blue_master"", ""Holly"", ""very_short""], [""2"", ""Eric"", ""cooking"", ""beach"", ""prince"", ""Janelle"", ""average""], [""3"", ""Peter"", ""photography"", ""city"", ""pall_mall"", ""Aniya"", ""short""]]}",30
lgp-test-4x3-16,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Alice"", ""Samantha"", ""ranch""], [""2"", ""Arnold"", ""Bella"", ""victorian""], [""3"", ""Eric"", ""Meredith"", ""craftsman""], [""4"", ""Peter"", ""Fred"", ""colonial""]]}",15
lgp-test-6x5-12,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""cooking"", ""dragonfruit"", ""swede"", ""pop""], [""2"", ""Peter"", ""gardening"", ""watermelon"", ""chinese"", ""jazz""], [""3"", ""Alice"", ""photography"", ""lime"", ""brit"", ""hip_hop""], [""4"", ""Carol"", ""knitting"", ""cherry"", ""german"", ""country""], [""5"", ""Bob"", ""painting"", ""desert"", ""norwegian"", ""rock""], [""6"", ""Arnold"", ""woodworking"", ""blueberry"", ""dane"", ""classical""]]}",279
lgp-test-6x2-13,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Bob"", ""colonial""], [""2"", ""Eric"", ""modern""], [""3"", ""Peter"", ""victorian""], [""4"", ""Carol"", ""mediterranean""], [""5"", ""Alice"", ""craftsman""], [""6"", ""Arnold"", ""ranch""]]}",20
lgp-test-2x5-20,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""brown"", ""basketball"", ""doctor"", ""april""], [""2"", ""Arnold"", ""black"", ""soccer"", ""engineer"", ""sept""]]}",12
lgp-test-5x2-24,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""lime""], [""2"", ""Eric"", ""cherry""], [""3"", ""Alice"", ""dragonfruit""], [""4"", ""Bob"", ""watermelon""], [""5"", ""Arnold"", ""desert""]]}",49
lgp-test-3x5-0,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""science_fiction"", ""watermelon"", ""jan"", ""short""], [""2"", ""Peter"", ""romance"", ""cherry"", ""april"", ""very_short""], [""3"", ""Arnold"", ""mystery"", ""desert"", ""sept"", ""average""]]}",24
lgp-test-5x4-28,{},40
lgp-test-4x3-17,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""jazz"", ""associate""], [""2"", ""Alice"", ""rock"", ""master""], [""3"", ""Peter"", ""pop"", ""high_school""], [""4"", ""Eric"", ""classical"", ""bachelor""]]}",19
lgp-test-6x3-33,{},124
lgp-test-3x5-6,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""basketball"", ""doctor"", ""ford_f150"", ""prince""], [""2"", ""Arnold"", ""tennis"", ""engineer"", ""toyota_camry"", ""blue_master""], [""3"", ""Eric"", ""soccer"", ""teacher"", ""tesla_model_3"", ""pall_mall""]]}",17
lgp-test-2x5-6,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""grilled_cheese"", ""science_fiction"", ""cherry"", ""carnations""], [""2"", ""Arnold"", ""pizza"", ""mystery"", ""desert"", ""daffodils""]]}",14
lgp-test-2x5-12,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""mountain"", ""Fred"", ""soccer"", ""engineer""], [""2"", ""Arnold"", ""beach"", ""Bella"", ""basketball"", ""doctor""]]}",10
lgp-test-6x2-17,{},6
lgp-test-3x6-37,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""horse"", ""desert"", ""Holly"", ""rock"", ""yellow""], [""2"", ""Peter"", ""bird"", ""watermelon"", ""Janelle"", ""classical"", ""red""], [""3"", ""Eric"", ""cat"", ""cherry"", ""Aniya"", ""pop"", ""white""]]}",42
lgp-test-6x4-35,{},129
lgp-test-6x6-33,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Peter"", ""carnations"", ""norwegian"", ""dragonfruit"", ""knitting"", ""dog""], [""2"", ""Alice"", ""tulips"", ""german"", ""blueberry"", ""painting"", ""bird""], [""3"", ""Bob"", ""lilies"", ""dane"", ""watermelon"", ""photography"", ""rabbit""], [""4"", ""Arnold"", ""iris"", ""brit"", ""lime"", ""woodworking"", ""fish""], [""5"", ""Carol"", ""daffodils"", ""swede"", ""cherry"", ""cooking"", ""hamster""], [""6"", ""Eric"", ""roses"", ""chinese"", ""desert"", ""gardening"", ""cat""]]}",2291
lgp-test-4x2-15,{},34
lgp-test-4x6-35,{},71
lgp-test-3x3-18,{},19
lgp-test-3x4-33,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""ranch"", ""dane"", ""cat""], [""2"", ""Eric"", ""colonial"", ""swede"", ""dog""], [""3"", ""Peter"", ""victorian"", ""brit"", ""fish""]]}",22
lgp-test-4x2-9,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Alice"", ""teacher""], [""2"", ""Eric"", ""doctor""], [""3"", ""Arnold"", ""engineer""], [""4"", ""Peter"", ""artist""]]}",9
lgp-test-2x6-2,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""water"", ""desert"", ""yellow"", ""pall_mall"", ""ford_f150""], [""2"", ""Eric"", ""tea"", ""cherry"", ""red"", ""prince"", ""tesla_model_3""]]}",12
lgp-test-3x4-24,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""Janelle"", ""average"", ""tennis""], [""2"", ""Arnold"", ""Aniya"", ""very_short"", ""basketball""], [""3"", ""Peter"", ""Holly"", ""short"", ""soccer""]]}",26
lgp-test-3x4-6,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""tesla_model_3"", ""blonde"", ""cherry""], [""2"", ""Arnold"", ""toyota_camry"", ""black"", ""desert""], [""3"", ""Peter"", ""ford_f150"", ""brown"", ""watermelon""]]}",12
lgp-test-5x3-4,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""tulips"", ""white""], [""2"", ""Peter"", ""daffodils"", ""yellow""], [""3"", ""Eric"", ""carnations"", ""red""], [""4"", ""Bob"", ""lilies"", ""blue""], [""5"", ""Alice"", ""roses"", ""green""]]}",15
lgp-test-5x2-35,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Bob"", ""ford_f150""], [""2"", ""Alice"", ""honda_civic""], [""3"", ""Eric"", ""tesla_model_3""], [""4"", ""Peter"", ""toyota_camry""], [""5"", ""Arnold"", ""bmw_3_series""]]}",18
lgp-test-3x5-33,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""water"", ""daffodils"", ""teacher"", ""beach""], [""2"", ""Peter"", ""milk"", ""carnations"", ""doctor"", ""city""], [""3"", ""Eric"", ""tea"", ""lilies"", ""engineer"", ""mountain""]]}",26
lgp-test-2x3-28,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""short"", ""mystery""], [""2"", ""Arnold"", ""very_short"", ""science_fiction""]]}",6
lgp-test-5x3-38,{},49
lgp-test-6x2-33,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Carol"", ""carnations""], [""2"", ""Arnold"", ""iris""], [""3"", ""Eric"", ""tulips""], [""4"", ""Peter"", ""daffodils""], [""5"", ""Bob"", ""lilies""], [""6"", ""Alice"", ""roses""]]}",79
lgp-test-6x5-15,{},220
lgp-test-5x3-39,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Alice"", ""dog"", ""blends""], [""2"", ""Eric"", ""hamster"", ""dunhill""], [""3"", ""Arnold"", ""cat"", ""pall_mall""], [""4"", ""Peter"", ""bird"", ""prince""], [""5"", ""Bob"", ""fish"", ""blue_master""]]}",57
lgp-test-5x4-39,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""painting"", ""very_tall"", ""stew""], [""2"", ""Peter"", ""knitting"", ""short"", ""spaghetti""], [""3"", ""Bob"", ""photography"", ""tall"", ""grilled_cheese""], [""4"", ""Alice"", ""cooking"", ""average"", ""stir_fry""], [""5"", ""Eric"", ""gardening"", ""very_short"", ""pizza""]]}",25
lgp-test-3x2-37,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""pall_mall""], [""2"", ""Peter"", ""prince""], [""3"", ""Eric"", ""blue_master""]]}",9
lgp-test-3x3-25,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""photography"", ""Holly""], [""2"", ""Peter"", ""gardening"", ""Aniya""], [""3"", ""Eric"", ""cooking"", ""Janelle""]]}",10
lgp-test-2x4-10,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""april"", ""ford_f150"", ""brit""], [""2"", ""Arnold"", ""sept"", ""tesla_model_3"", ""dane""]]}",12
lgp-test-6x2-35,{},50
lgp-test-6x3-22,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Alice"", ""bird"", ""engineer""], [""2"", ""Eric"", ""horse"", ""teacher""], [""3"", ""Bob"", ""rabbit"", ""lawyer""], [""4"", ""Carol"", ""fish"", ""nurse""], [""5"", ""Peter"", ""dog"", ""artist""], [""6"", ""Arnold"", ""cat"", ""doctor""]]}",27
lgp-test-2x3-14,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""pall_mall"", ""ford_f150""], [""2"", ""Arnold"", ""prince"", ""tesla_model_3""]]}",6
lgp-test-5x3-17,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Alice"", ""dunhill"", ""swimming""], [""2"", ""Arnold"", ""pall_mall"", ""baseball""], [""3"", ""Peter"", ""blends"", ""basketball""], [""4"", ""Eric"", ""prince"", ""soccer""], [""5"", ""Bob"", ""blue_master"", ""tennis""]]}",16
lgp-test-6x5-23,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Bob"", ""mediterranean"", ""lime"", ""engineer"", ""jan""], [""2"", ""Arnold"", ""craftsman"", ""cherry"", ""nurse"", ""feb""], [""3"", ""Eric"", ""victorian"", ""desert"", ""lawyer"", ""sept""], [""4"", ""Peter"", ""ranch"", ""dragonfruit"", ""teacher"", ""april""], [""5"", ""Alice"", ""colonial"", ""watermelon"", ""doctor"", ""may""], [""6"", ""Carol"", ""modern"", ""blueberry"", ""artist"", ""mar""]]}",40
lgp-test-4x2-6,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Alice"", ""prince""], [""2"", ""Arnold"", ""pall_mall""], [""3"", ""Eric"", ""dunhill""], [""4"", ""Peter"", ""blue_master""]]}",15
lgp-test-3x6-20,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""cherry"", ""brown"", ""iphone_13"", ""victorian"", ""short""], [""2"", ""Eric"", ""watermelon"", ""black"", ""samsung_galaxy_s21"", ""colonial"", ""very_short""], [""3"", ""Peter"", ""desert"", ""blonde"", ""google_pixel_6"", ""ranch"", ""average""]]}",31
lgp-test-2x5-4,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""prince"", ""dane"", ""high_school"", ""ford_f150""], [""2"", ""Arnold"", ""pall_mall"", ""brit"", ""associate"", ""tesla_model_3""]]}",10
lgp-test-4x4-11,{},13
lgp-test-6x2-2,{},303
lgp-test-6x4-20,{},522
lgp-test-4x2-30,{},73
lgp-test-6x5-25,{},103
lgp-test-5x4-23,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Alice"", ""baseball"", ""bachelor"", ""daffodils""], [""2"", ""Arnold"", ""basketball"", ""associate"", ""lilies""], [""3"", ""Peter"", ""soccer"", ""high_school"", ""tulips""], [""4"", ""Bob"", ""swimming"", ""doctorate"", ""carnations""], [""5"", ""Eric"", ""tennis"", ""master"", ""roses""]]}",29
lgp-test-3x4-14,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""Aniya"", ""mystery"", ""dog""], [""2"", ""Arnold"", ""Janelle"", ""romance"", ""fish""], [""3"", ""Peter"", ""Holly"", ""science_fiction"", ""cat""]]}",64
lgp-test-6x3-38,{},7
lgp-test-3x2-12,{},17
lgp-test-6x4-38,{},50
lgp-test-2x2-37,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""mountain""], [""2"", ""Arnold"", ""beach""]]}",4
lgp-test-6x3-20,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Bob"", ""iphone_13"", ""biography""], [""2"", ""Alice"", ""oneplus_9"", ""romance""], [""3"", ""Arnold"", ""samsung_galaxy_s21"", ""science_fiction""], [""4"", ""Eric"", ""huawei_p50"", ""historical_fiction""], [""5"", ""Carol"", ""google_pixel_6"", ""fantasy""], [""6"", ""Peter"", ""xiaomi_mi_11"", ""mystery""]]}",68
lgp-test-6x4-18,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Carol"", ""swede"", ""bmw_3_series"", ""tea""], [""2"", ""Arnold"", ""german"", ""tesla_model_3"", ""root_beer""], [""3"", ""Peter"", ""norwegian"", ""toyota_camry"", ""coffee""], [""4"", ""Alice"", ""dane"", ""honda_civic"", ""water""], [""5"", ""Bob"", ""brit"", ""chevrolet_silverado"", ""boba_tea""], [""6"", ""Eric"", ""chinese"", ""ford_f150"", ""milk""]]}",166
lgp-test-2x5-5,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""Aniya"", ""cat"", ""sept"", ""carnations""], [""2"", ""Eric"", ""Holly"", ""horse"", ""april"", ""daffodils""]]}",10
lgp-test-2x2-23,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""sept""], [""2"", ""Eric"", ""april""]]}",5
lgp-test-6x2-39,{},36
lgp-test-6x6-16,{},1018
lgp-test-2x4-21,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""ford_f150"", ""Holly"", ""desert""], [""2"", ""Eric"", ""tesla_model_3"", ""Aniya"", ""cherry""]]}",8
lgp-test-2x4-35,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""colonial"", ""pop"", ""sept""], [""2"", ""Eric"", ""victorian"", ""rock"", ""april""]]}",11
lgp-test-4x2-35,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""swede""], [""2"", ""Eric"", ""norwegian""], [""3"", ""Alice"", ""brit""], [""4"", ""Arnold"", ""dane""]]}",11
lgp-test-6x5-30,{},314
lgp-test-2x5-0,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""mystery"", ""april"", ""yellow"", ""very_short""], [""2"", ""Arnold"", ""science_fiction"", ""sept"", ""red"", ""short""]]}",13
lgp-test-3x6-24,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""ranch"", ""carnations"", ""romance"", ""ford_f150"", ""associate""], [""2"", ""Eric"", ""colonial"", ""daffodils"", ""science_fiction"", ""toyota_camry"", ""bachelor""], [""3"", ""Peter"", ""victorian"", ""lilies"", ""mystery"", ""tesla_model_3"", ""high_school""]]}",24
lgp-test-2x3-7,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""dane"", ""mountain""], [""2"", ""Eric"", ""brit"", ""beach""]]}",6
lgp-test-2x6-11,{},13
lgp-test-3x4-37,{},21
lgp-test-3x5-4,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""bird"", ""grilled_cheese"", ""water"", ""doctor""], [""2"", ""Arnold"", ""cat"", ""pizza"", ""tea"", ""engineer""], [""3"", ""Peter"", ""horse"", ""spaghetti"", ""milk"", ""teacher""]]}",16
lgp-test-6x4-0,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Bob"", ""volleyball"", ""tall"", ""tesla_model_3""], [""2"", ""Alice"", ""swimming"", ""very_short"", ""honda_civic""], [""3"", ""Arnold"", ""basketball"", ""super_tall"", ""ford_f150""], [""4"", ""Eric"", ""tennis"", ""average"", ""bmw_3_series""], [""5"", ""Carol"", ""baseball"", ""short"", ""chevrolet_silverado""], [""6"", ""Peter"", ""soccer"", ""very_tall"", ""toyota_camry""]]}",177
lgp-test-3x3-23,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""engineer"", ""gardening""], [""2"", ""Arnold"", ""doctor"", ""cooking""], [""3"", ""Eric"", ""teacher"", ""photography""]]}",9
lgp-test-2x5-25,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""april"", ""water"", ""cat"", ""brown""], [""2"", ""Eric"", ""sept"", ""tea"", ""dog"", ""black""]]}",14
lgp-test-2x3-3,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""grilled_cheese"", ""Aniya""], [""2"", ""Arnold"", ""pizza"", ""Holly""]]}",7
lgp-test-4x4-24,{},63
lgp-test-2x4-6,{},0
lgp-test-3x6-16,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Peter"", ""tea"", ""brit"", ""associate"", ""victorian"", ""watermelon""], [""2"", ""Arnold"", ""water"", ""swede"", ""bachelor"", ""colonial"", ""cherry""], [""3"", ""Eric"", ""milk"", ""dane"", ""high_school"", ""ranch"", ""desert""]]}",73
